"","arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude"
"116",173126365,"2017-12-31T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","M",23,0,"18-24","M","BLACK",999769,228033,40.792568606,-73.943955086
"117",173126371,"2017-12-31T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q",109,0,"25-44","M","WHITE HISPANIC",1033684,216410,40.7605419540001,-73.821557895
"118",173126372,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",109,0,"25-44","F","WHITE HISPANIC",1033684,216410,40.7605419540001,-73.821557895
"119",173127012,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",101,0,"25-44","M","WHITE HISPANIC",1044074,156299,40.595487179,-73.784586491
"120",173129353,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",102,0,"45-64","M","ASIAN / PACIFIC ISLANDER",1029844,189279,40.686094686,-73.835603033
"121",173134162,"2017-12-31T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","Q",113,0,"18-24","M","BLACK",1042726,185011,40.6743042950001,-73.789191563
"122",173114448,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",75,0,"18-24","M","BLACK HISPANIC",1012247,185920,40.676948151,-73.899066465
"123",173134151,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",6,0,"25-44","F","WHITE HISPANIC",981723,207457,40.736106051,-74.0091198919999
"124",173130595,"2017-12-31T00:00:00.000",205,"TRESPASS 2, CRIMINAL",352,"CRIMINAL TRESPASS","PL 1401500","M","M",28,2,"25-44","M","BLACK",997875,230878,40.800380481,-73.950789433
"125",173129249,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,0,"<18","F","WHITE HISPANIC",1027895,258701,40.8766491390001,-73.842179557
"126",173130591,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",73,2,"25-44","M","BLACK",1010363,182581,40.667789106,-73.905871605
"127",173121082,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q",106,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1033268,188665,40.6843911,-73.823261605
"128",173121084,"2017-12-31T00:00:00.000",209,"BURGLARS TOOLS,UNCLASSIFIED",231,"BURGLAR'S TOOLS","PL 1403500","M","Q",109,0,"45-64","M","WHITE",1030197,213404,40.7523100720001,-73.834165545
"129",173122742,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",18,0,"18-24","M","BLACK",990503,215519,40.7582323710001,-73.977430585
"130",173123530,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 160102A","F","Q",113,0,"45-64","M","BLACK",1041757,188022,40.682575134,-73.792659167
"131",173126373,"2017-12-31T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","Q",113,3,"25-44","M","WHITE",1046315,187088,40.679980738,-73.7762339069999
"132",173126374,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S",122,0,"25-44","M","WHITE HISPANIC",955985,144697,40.563798815,-74.101730018
"133",173126996,"2017-12-31T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","B",52,0,"45-64","M","WHITE HISPANIC",1010674,252373,40.8593490700001,-73.9044762029999
"134",173129121,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","B",43,0,"25-44","M","WHITE HISPANIC",1022022,240901,40.827820563,-73.8635167849999
"135",173129250,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",90,0,"18-24","M","WHITE",1004571,198299,40.7109465820001,-73.926702677
"136",173129348,"2017-12-31T00:00:00.000",802,"ALCOHOLIC BEVERAGE CONTROL LAW",346,"ALCOHOLIC BEVERAGE CONTROL LAW","ABC0064B00","M","K",72,0,"25-44","M","BLACK",977723,174709,40.646218289,-74.0235217859999
"137",173129356,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",107,0,"18-24","M","WHITE HISPANIC",1036658,205330,40.730113067,-73.810908915
"138",173144924,"2017-12-31T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 2650303","F","K",61,0,"<18","M","WHITE",996175,158706,40.602287781,-73.95705743
"139",173148112,"2017-12-31T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 2650303","F","K",61,0,"18-24","M","BLACK",996175,158706,40.602287781,-73.95705743
"140",173130580,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601504","F","B",47,0,"<18","M","BLACK",1024906,263255,40.8891627080001,-73.852960227
"141",173129351,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601502","F","M",7,0,"<18","M","BLACK",987838,201221,40.71898938,-73.987057808
"142",173129343,"2017-12-31T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",47,0,"25-44","M","WHITE HISPANIC",1026486,262591,40.8873328180001,-73.847250013
"143",173129254,"2017-12-31T00:00:00.000",205,"TRESPASS 2, CRIMINAL",352,"CRIMINAL TRESPASS","PL 1401500","M","M",28,2,"45-64","M","BLACK",997875,230878,40.800380481,-73.950789433
"144",173116148,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211002","M","K",68,0,"25-44","M","WHITE",977629,167533,40.6265216240001,-74.0238534759999
"145",173116032,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",84,0,"45-64","M","BLACK",988875,191992,40.693657467,-73.983323188
"146",173115848,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",70,0,"25-44","F","BLACK",992734,170407,40.634408562,-73.96943437
"147",173121858,"2017-12-31T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","M",18,0,"25-44","M","BLACK",990503,215519,40.7582323710001,-73.977430585
"148",173130589,"2017-12-31T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","K",75,0,"18-24","F","BLACK",1016505,188420,40.6837955880001,-73.8837035449999
"149",173129248,"2017-12-31T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B",45,2,"25-44","M","WHITE HISPANIC",1032218,239444,40.8237720330001,-73.826685244
"150",173127015,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",109,0,"25-44","M","WHITE HISPANIC",1031777,220706,40.7723437980001,-73.828411262
"151",173127004,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601503","F","M",6,0,"25-44","M","BLACK",982360,206571,40.733674357,-74.006821088
"152",173126368,"2017-12-31T00:00:00.000",117,"RECKLESS ENDANGERMENT 1",126,"MISCELLANEOUS PENAL LAW","PL 120200H","F","M",33,0,"<18","M","BLACK HISPANIC",1001889,245601,40.8407838580001,-73.936252607
"153",173124324,"2017-12-31T00:00:00.000",500,"CONTROLLED SUBSTANCE,POSSESS. 1",117,"DANGEROUS DRUGS","PL 2202101","F","Q",105,1,"18-24","M","WHITE",1050931,202071,40.7210718540001,-73.759443236
"154",173124323,"2017-12-31T00:00:00.000",500,"CONTROLLED SUBSTANCE,POSSESS. 1",117,"DANGEROUS DRUGS","PL 2202101","F","Q",105,0,"25-44","M","WHITE HISPANIC",1050931,202071,40.7210718540001,-73.759443236
"155",173121083,"2017-12-31T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q",113,0,"45-64","M","WHITE HISPANIC",1046405,187113,40.680048726,-73.775909194
"156",173114453,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",70,0,"25-44","M","BLACK",992734,170407,40.634408562,-73.96943437
"157",173119693,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",14,0,"18-24","M","WHITE",986685,215375,40.7578390030001,-73.991212111
"158",173117304,"2017-12-31T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","M",19,0,"25-44","M","WHITE",994643,216998,40.76228795,-73.962484533
"159",173115854,"2017-12-31T00:00:00.000",117,"RECKLESS ENDANGERMENT 1",126,"MISCELLANEOUS PENAL LAW","PL 1202500","F","Q",113,0,"25-44","M","BLACK",1046397,184268,40.6722399230001,-73.77596427
"160",173114457,"2017-12-31T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651502","M","M",14,0,"25-44","M","WHITE",987965,215284,40.757588785,-73.9865918939999
"161",173113505,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110E2","F","B",48,0,"18-24","M","WHITE HISPANIC",1016443,250401,40.8539173720001,-73.883630217
"162",173113503,"2017-12-31T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","B",46,0,"45-64","F","WHITE",1011043,251220,40.856183319,-73.9031468429999
"163",173113509,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","B",40,2,"25-44","F","WHITE HISPANIC",1005874,236171,40.8148923470001,-73.921880878
"164",173124314,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",72,0,"<18","M","BLACK HISPANIC",982206,177817,40.654751245,-74.007368032
"165",173128435,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",23,0,"18-24","M","WHITE HISPANIC",1001747,228590,40.794093725,-73.936810155
"166",173114446,"2017-12-31T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",40,1,"25-44","M","WHITE HISPANIC",1011485,237929,40.819702045,-73.901603017
"167",173114451,"2017-12-31T00:00:00.000",569,"MARIJUANA, SALE 4 & 5",235,"DANGEROUS DRUGS","PL 2214000","M","K",75,0,"25-44","M","BLACK",1012861,185482,40.675743977,-73.89685473
"168",173114466,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","S",123,0,"25-44","M","BLACK",922958,139123,40.5483325110001,-74.22054664
"169",173115856,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",111,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1048907,216487,40.7606550790001,-73.766606414
"170",173116033,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A4","M","M",30,0,"25-44","M","BLACK",998981,242209,40.8314791280001,-73.9467698129999
"171",173116034,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","M",34,0,"25-44","M","WHITE HISPANIC",1004139,254454,40.8650779270001,-73.928094657
"172",173116037,"2017-12-31T00:00:00.000",802,"ALCOHOLIC BEVERAGE CONTROL LAW",346,"ALCOHOLIC BEVERAGE CONTROL LAW","ABC0065000","M","Q",102,0,"45-64","M","BLACK HISPANIC",1024198,191680,40.6927121530001,-73.8559465539999
"173",173116536,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",72,0,"18-24","M","WHITE HISPANIC",992125,176484,40.651089186,-73.971621448
"174",173119046,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",40,2,"25-44","M","WHITE HISPANIC",1006699,233128,40.8065381010001,-73.918910596
"175",173119048,"2017-12-31T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,",109,"GRAND LARCENY","PL 1553501","F","K",70,0,"25-44","F","WHITE HISPANIC",995899,174296,40.645079439,-73.9580244539999
"176",173119691,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",30,0,"25-44","M","WHITE",998981,242209,40.8314791280001,-73.9467698129999
"177",173119701,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","Q",103,0,"25-44","M","BLACK HISPANIC",1041879,197084,40.7074473640001,-73.792141768
"178",173120421,"2017-12-31T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","B",43,0,"25-44","M","BLACK",1019071,240911,40.8278601370001,-73.8741798089999
"179",173122736,"2017-12-31T00:00:00.000",759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2052002","M","K",84,72,"18-24","F","BLACK HISPANIC",987041,190253,40.6888850810001,-73.989937513
"180",173123524,"2017-12-31T00:00:00.000",681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","K",75,0,"25-44","M","BLACK",1017141,183798,40.671106911,-73.881432957
"181",173123527,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",14,3,"45-64","M","BLACK",986882,214802,40.7562662070001,-73.990501248
"182",173126361,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",71,0,"45-64","F","BLACK",1003292,180090,40.6609698950001,-73.9313675449999
"183",173126997,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",42,0,"18-24","M","WHITE HISPANIC",1011666,240929,40.8279356310001,-73.9009368179999
"184",173127013,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","Q",114,0,"25-44","M","WHITE HISPANIC",1001955,216397,40.7606267410001,-73.9360910789999
"185",173114452,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",67,0,"25-44","M","BLACK",999816,176837,40.6520479160001,-73.9439037449999
"186",173115852,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",7,2,"25-44","M","BLACK",988225,198161,40.710590245,-73.9856635199999
"187",173130578,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,0,"<18","F","WHITE HISPANIC",1027895,258701,40.8766491390001,-73.842179557
"188",173116027,"2017-12-31T00:00:00.000",505,"CONTROLLED SUBSTANCE, POSSESSION 4",117,"DANGEROUS DRUGS","PL 2200901","F","B",45,0,"25-44","M","WHITE HISPANIC",1024898,245728,40.8410565030001,-73.853095466
"189",173127000,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",84,0,"45-64","M","WHITE HISPANIC",988175,190975,40.690866375,-73.9858480569999
"190",173124313,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",84,0,"25-44","M","BLACK HISPANIC",987309,190698,40.6901064150001,-73.988970943
"191",173123529,"2017-12-31T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","M",34,0,"25-44","M","WHITE HISPANIC",1002115,249244,40.8507823670001,-73.93542612
"192",173122741,"2017-12-31T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","M",6,1,"45-64","M","WHITE HISPANIC",984135,207985,40.737555641,-74.000416424
"193",173120422,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",83,0,"25-44","F","WHITE HISPANIC",1007128,193705,40.698330894,-73.9174950729999
"194",173119051,"2017-12-31T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2403004","M","K",61,0,"25-44","F","BLACK HISPANIC",995118,155709,40.59406298,-73.960868693
"195",173119050,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",60,0,"25-44","F","BLACK",993195,149246,40.5763254770001,-73.967801451
"196",173119049,"2017-12-31T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","K",79,0,"25-44","M","WHITE",995470,192602,40.6953258730001,-73.9595398819999
"197",173117791,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110E2","F","Q",101,0,"25-44","F","BLACK",1044193,155208,40.592491808,-73.784167676
"198",173117789,"2017-12-31T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","M",19,0,"25-44","F","WHITE",994643,216998,40.76228795,-73.962484533
"199",173117308,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",113,3,"25-44","M","BLACK HISPANIC",1046315,187088,40.679980738,-73.7762339069999
"200",173116532,"2017-12-31T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200700","F","B",40,0,"25-44","M","WHITE HISPANIC",1006498,233566,40.8077407990001,-73.919635201
"201",173116269,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601502","F","K",67,0,"25-44","M","BLACK",998299,175701,40.648932379,-73.949373166
"202",173116267,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",48,0,"25-44","M","WHITE HISPANIC",1017180,245297,40.8399056870001,-73.880991178
"203",173116162,"2017-12-31T00:00:00.000",419,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553005","F","Q",115,0,"25-44","M","WHITE HISPANIC",1021129,212565,40.7500497010001,-73.866899103
"204",173116161,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",110,0,"25-44","M","BLACK HISPANIC",1020728,211337,40.746680816,-73.868353037
"205",173116149,"2017-12-31T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110EA","F","K",78,0,"18-24","M","BLACK",991207,187227,40.680577107,-73.9749186609999
"206",173127016,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",112,0,"25-44","M","WHITE",1021974,206302,40.732855777,-73.8638844879999
"207",173127726,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",73,0,"18-24","F","BLACK",1007583,182993,40.668927716,-73.915891272
"208",173129125,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 160102A","F","K",73,2,"25-44","M","BLACK",1009247,182073,40.666397981,-73.9098963449999
"209",173129251,"2017-12-31T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","K",75,0,"25-44","M","BLACK",1015238,180730,40.6626928050001,-73.88830716
"210",173113524,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",5,0,"18-24","M","BLACK",986726,201919,40.7209056040001,-73.9910690689999
"211",173114454,"2017-12-31T00:00:00.000",258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1456002","M","K",66,0,"25-44","M","WHITE",990399,164172,40.6172967210001,-73.9778528379999
"212",173116279,"2017-12-31T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","S",121,0,"45-64","M","ASIAN / PACIFIC ISLANDER",943633,165165,40.619931325,-74.1463090839999
"213",173116537,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","K",69,0,"25-44","M","BLACK",1008653,174105,40.6445292280001,-73.912066328
"214",173116545,"2017-12-31T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601001","F","Q",114,0,"25-44","F","WHITE HISPANIC",1006579,215870,40.7591697930001,-73.91940142
"215",173116546,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,0,"18-24","F","WHITE HISPANIC",1007550,219173,40.768233169,-73.915884997
"216",173117785,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",76,0,"25-44","M","BLACK",982508,187780,40.682097528,-74.0062821989999
"217",173119053,"2017-12-31T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",77,0,"25-44","M","BLACK HISPANIC",1003508,185056,40.67459999,-73.930574822
"218",173119055,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",28,0,"25-44","F","WHITE",998007,230362,40.798963998,-73.9503137199999
"219",173119698,"2017-12-31T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","M",9,2,"25-44","M","WHITE HISPANIC",991641,203214,40.724457326,-73.9733363729999
"220",173120430,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",114,0,"45-64","M","WHITE",1009044,222000,40.775988479,-73.91048101
"221",173121085,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",114,0,"45-64","M","WHITE",1009044,222000,40.775988479,-73.91048101
"222",173121848,"2017-12-31T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 2052501","F","B",41,72,"25-44","F","BLACK",1017934,232221,40.804012949,-73.8783318329999
"223",173127003,"2017-12-31T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553004","F","M",1,0,"18-24","M","BLACK",981396,198608,40.711817586,-74.010296087
"224",173127010,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","Q",113,0,"25-44","M","BLACK",1052709,188095,40.682697574,-73.753171032
"225",173129134,"2017-12-31T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","S",122,0,"18-24","F","WHITE HISPANIC",964984,158437,40.601536509,-74.069380897
"226",173129258,"2017-12-31T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",111,0,"45-64","M","WHITE HISPANIC",1048659,216392,40.7603961390001,-73.7675025349999
